0, 4096, 8, 1, 512, 4524368, 749991, 749983, 0.142196, 0
0, 4096, 8, 2, 256, 4734422, 537736, 537720, 0.101995, 0
0, 4096, 8, 4, 128, 4848689, 423415, 423383, 0.0803123, 0
0, 4096, 8, 8, 64, 4883352, 388756, 388692, 0.0737382, 0
0, 4096, 8, 16, 32, 4866994, 407409, 407281, 0.0772427, 0
0, 4096, 8, 32, 16, 4773868, 498268, 498012, 0.0945097, 0
0, 4096, 8, 64, 8, 4661276, 610886, 610374, 0.11587, 0
0, 4096, 8, 128, 4, 4636532, 635576, 634552, 0.120554, 0
0, 4096, 8, 256, 2, 4610666, 661442, 659394, 0.125461, 0
0, 4096, 8, 512, 1, 4582434, 689659, 685563, 0.130813, 0
0, 4096, 4, 1, 1024, 4206234, 1065870, 1065866, 0.202172, 0
0, 4096, 4, 2, 512, 4484618, 787514, 787506, 0.149373, 0
0, 4096, 4, 4, 256, 4691086, 581007, 580991, 0.110204, 0
0, 4096, 4, 8, 128, 4815087, 457032, 457000, 0.0866885, 0
0, 4096, 4, 16, 64, 4865632, 406476, 406412, 0.0770993, 0
0, 4096, 4, 32, 32, 4855685, 416408, 416280, 0.0789834, 0
0, 4096, 4, 64, 16, 4761979, 510125, 509869, 0.0967593, 0
0, 4096, 4, 128, 8, 4650314, 624071, 623559, 0.118321, 0
0, 4096, 4, 256, 4, 4628757, 643347, 642323, 0.122029, 0
0, 4096, 4, 512, 2, 4603123, 671216, 669168, 0.127261, 0
0, 4096, 2, 1, 2048, 3740562, 1531546, 1531544, 0.2905, 0
0, 4096, 2, 2, 1024, 4113714, 1158379, 1158375, 0.219719, 0
0, 4096, 2, 4, 512, 4443314, 828794, 828786, 0.157204, 0
0, 4096, 2, 8, 256, 4627094, 645014, 644998, 0.122345, 0
0, 4096, 2, 16, 128, 4762480, 509624, 509592, 0.0966643, 0
0, 4096, 2, 32, 64, 4820806, 453549, 453485, 0.0859914, 0
0, 4096, 2, 64, 32, 4823323, 448791, 448663, 0.0851254, 0
0, 4096, 2, 128, 16, 4720502, 551602, 551346, 0.104627, 0
0, 4096, 2, 256, 8, 4622238, 649894, 649382, 0.12327, 0
0, 4096, 2, 512, 4, 4601946, 670158, 669134, 0.127114, 0
0, 4096, 1, 1, 4096, 3157057, 2115051, 2115050, 0.401177, 0
0, 4096, 1, 2, 2048, 3610052, 1662056, 1662054, 0.315255, 0
0, 4096, 1, 4, 1024, 3985703, 1288657, 1288653, 0.244325, 0
0, 4096, 1, 8, 512, 4269615, 1002493, 1002485, 0.19015, 0
0, 4096, 1, 16, 256, 4497387, 774706, 774690, 0.146945, 0
0, 4096, 1, 32, 128, 4622998, 649106, 649074, 0.123121, 0
0, 4096, 1, 64, 64, 4741077, 531031, 530967, 0.100725, 0
0, 4096, 1, 128, 32, 4715138, 557005, 556877, 0.105651, 0
0, 4096, 1, 256, 16, 4635711, 636382, 636126, 0.120708, 0
0, 4096, 1, 512, 8, 4508980, 763124, 762612, 0.144748, 0
1, 4096, 8, 1, 512, 4641255, 630888, 630880, 0.119664, 0
1, 4096, 8, 2, 256, 4806839, 465254, 465238, 0.0882484, 0
1, 4096, 8, 4, 128, 4912365, 359743, 359711, 0.0682351, 0
1, 4096, 8, 8, 64, 4933128, 339034, 338970, 0.0643064, 0
1, 4096, 8, 16, 32, 4921869, 350274, 350146, 0.0664386, 0
1, 4096, 8, 32, 16, 4846850, 425258, 425002, 0.0806619, 0
